id;charaName;unitName;rarity;weapon;element;hp;mp;atk;def;crit;swordSkills;battleSkills;specialSkills;upgradedStats
66037;Asuna;[Tropical Time];6;Rapier;Water;12523;273;4445;2325;3542;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Riding Summer;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Critical With Skill Lv1|Cancel Burns Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1;
66038;Seven;[Friendship And Adventure];6;Rapier;Earth;12143;271;4234;2393;3745;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Journey by Tornado;BS1: No Data;Rapier Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 3 Lv1;
66039;Asuna;[Power To Save];6;Rapier;Holy;13056;273;4469;2414;3607;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Starry Sky Splash;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Stun Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1|Assist Effect Lv5;
66040;Asuna;[Unstoppable Friendship];6;Rapier;Water;12827;278;4408;2362;3745;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Rising Flash;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Stun Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1|Assist Effect Lv5;
66041;Administrator;[High Pontifex];6;Rapier;Dark;12967;273;4481;2333;3550;SS1: Shooting Star|SS2: Neutron|SS3: Dominate the World;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Rapier Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 3 Lv1;
66042;Ronie;[Charming Pumpkin Maiden];6;Rapier;Earth;13005;275;4449;2402;3619;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Pumpkin Bomb Trick;BS1: Crit. Damage +10% (vs. Water)|BS2: MP & Atk. +15%|BS3: LS: Earth-elem. Characters' Attack +5% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Paralysis Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1|Emergency Heal Large Lv1|Assist Effect Lv10;
66043;Tiese;[Alluring Black Cat];6;Rapier;Wind;13081;275;4461;2352;3525;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Cat Punch Rush;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: LS: Wind-elem. Characters' Attack +5% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Stun Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1|Assist Effect Lv10;
66044;Alice;[Sparkling Fragrant Olive];6;Rapier;Void;13208;275;4474;2328;3510;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Starry Pierce;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Non-elem. Characters' Attack +5% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Burns Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv1|Emergency Heal Large Lv1|Assist Effect Lv5;
66045;Yui;[Lady Spider];6;Rapier;Fire;13246;273;4404;2499;3583;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Candy Magic;;;
66046;Ronie;[Serene Goddess of the East];6;Rapier;Water;13182;275;4457;2345;3564;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Rising Fang;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: LS: Water-elem. Characters' Attack +5% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Slow Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv2|Assist Effect Lv10;
66047;Ronie;[Pure Heart];6;Sword;Holy;13056;275;4461;2347;3547;SS1: Shooting Star|SS2: Feelings Overflowing Type A|SS3: Feelings Overflowing Type B;;;
66048;Asuna;[Love All-Encompassing];6;Rapier;Void;13182;275;4449;2364;3564;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Pierced by Earth;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Non-elem. Characters' Attack +5% every 10 combos (max.: +20%);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel No Hp Recovery Lv1|Sls Enhance Lv4|Enhance Ss 3 3 Lv2|Assist Effect Lv10;
66049;Asuna;[Just Want To Be Me];6;Rapier;Void;13081;255;4478;2426;3672;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Advanced Slash;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Attack +15%, MP +5% (Non-elem. in Party);Rapier Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Cancel Stun Lv1|Sword Lv5|Enhance Ss 3 3 Lv1|Assist Effect Lv10;
66050;Lisbeth;[Big Sister Energy];6;Rapier;Fire;13246;275;4457;2451;3687;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Big Sister's Burning Heart;BS1: No Data;;
66053;Asuna;[Floating Castle Lightning Flash];6;Rapier;Void;13283;275;4481;2359;3547;SS1: Shooting Star|SS2: Aero Penetrator|SS3: Thrusting Flash;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: LS: Party members' Attack +4% every 10 combos (max.: +20%);Rapier Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Assist Effect Lv10|Cancel Slow Lv1;
82001;Silica;;2;Dagger;Void;5566;132;1546;1198;1812;SS1: Rapid Bite|SS2: Fading Edge|SS3: Atk. +3%;BS1: Crit. +3%;;
82002;Philia;;2;Dagger;Void;5679;132;1524;1193;1776;SS1: Rapid Bite|SS2: Thrust Fall|SS3: HP +3%;BS1: Crit. +3%;;
82003;Argo;;2;Dagger;Void;5454;138;1501;1229;1794;SS1: Rapid Bite|SS2: Swift Trick|SS3: Crit. +3%;BS1: MP +3%;;
82004;Sasha;;2;Dagger;Void;5735;125;1455;1235;1758;SS1: Rapid Bite|SS2: Fading Edge|SS3: Def +3%;BS1: HP +3%;;
83001;Silica;[Party Mascot];3;Dagger;Void;7668;168;2131;1654;2496;SS1: Rapid Bite|SS2: Fading Edge|SS3: Rapid Spin;BS1: Atk. +3%|BS2: Crit. +6%;;
83002;Argo;[Information Broker];3;Dagger;Void;7514;175;2069;1696;2472;SS1: Rapid Bite|SS2: Swift Trick|SS3: Rapid Spin;BS1: Crit. +3%|BS2: MP +6%;;
83003;Argo;[Cait Sith Info Broker];3;Dagger;Fire;7824;168;2079;1662;2447;SS1: Explode Arrow|SS2: Hail Bullet|SS3: Strike Nova;BS1: Crit. +3%|BS2: HP +6%;;
84001;Silica;[Dragon Tamer];4;Dagger;Void;10094;208;2806;2178;3291;SS1: Swift Trick|SS2: Fading Edge|SS3: Healing Breath;BS1: Crit. +3%|BS2: MP +6%|BS3: Atk. +10%;Dagger Lv10|Enhance Ss 3 4 Lv2|Combo Time Lv1|Bs Lv1;hp: 10705|mp: 208|atk: 2975|def: 2310|crit: 3488
84002;Philia;[Treasure Hunter];4;Dagger;Void;10299;208;2765;2168;3226;SS1: Swift Trick|SS2: Rapid Spin|SS3: Sword Breaker;BS1: MP +3%|BS2: Crit. +6%|BS3: HP +10%;Dagger Lv10|Enhance Ss 3 4 Lv1|Combo Time Lv1|Bs Lv1;hp: 10922|mp: 208|atk: 2931|def: 2297|crit: 3419
84003;Silica;[Fairy Dragon Tamer];4;Dagger;Water;8983;219;2817;2122;3324;SS1: Swift Trick|SS2: Rapid Spin|SS3: Bubble Cleaver;BS1: HP +3%|BS2: Atk. +6%|BS3: MP +10%;Dagger Lv10|Enhance Ss 3 4 Lv1|Combo Time Lv1;
84004;Silica;【そよ風の猫妖精】;4;Dagger;Wind;11216;208;2702;2302;3141;SS1: Swift Trick|SS2: Thrust Fall|SS3: Storm Rider;BS1: Crit. +3%|BS2: Atk. +6%|BS3: HP +12%;Dagger Lv10|Combo Time Lv1|Bs Lv1|Bs Lv2;
84005;Sima;[Pole And Line Fishing];4;Dagger;Water;7734;188;2428;1827;2870;SS1: Swift Trick|SS2: Fading Edge|SS3: Mighty Cast;BS1: Crit. +3%|BS2: Atk. +6%|BS3: HP +12%;Dagger Lv10|Skill Damage Lv2|Combo Time Lv2|Bs Lv2|Enhance Ss 3 4 Lv1;hp: 8973|mp: 218|atk: 2820|def: 2124|crit: 3330
84006;Silica;【古城の幼魔女】;4;Dagger;Dark;9197;208;3064;2156;3252;SS1: Swift Trick|SS2: Rapid Spin|SS3: Witch's Strike;BS1: 聖属性からの被ダメージ減少|BS2: MP +10%|BS3: Atk +12%;Dagger Lv10|Combo Time Lv1|Enhance Ss 3 4 Lv1;
84009;Silica;【花園に咲く笑顔】;4;Dagger;Earth;8667;228;2919;2008;3268;SS1: Swift Trick|SS2: Fading Edge|SS3: Graze Pellet;BS1: Crit. +3%|BS2: Atk. +10%|BS3: MP +12%;;
84010;Silica;[Yearning Blade];4;Dagger;Void;9177;209;3197;2212;3209;SS1: Swift Trick|SS2: Rapid Spin|SS3: Tetra Brandish;BS1: Damage Up (vs. Non-elem.)|BS2: Switch Skill Damage Up (vs. Non-elem.)|BS3: Atk +12%;Dagger Lv10|Combo Time Lv1|Skill Damage Lv2|Mp Recovery Parry Lv1|Slot Skill Icon2 Job 4 Lv5;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
84011;Asuna;[Nightwear];4;Dagger;Void;8788;180;2368;1894;2808;SS1: Rapid Bite|SS2: Fading Edge|SS3: Thrust Fall;BS1: Def +3%|BS2: HP +6%|BS3: MP +6%;;
84012;Silica;[Merry Dragon Tamer];4;Dagger;Holy;12144;214;2864;2361;3356;SS1: Trick Accel|SS2: Thrust Fall|SS3: Sirius Spark;BS1: 闇属性からの被ダメージ減少|BS2: HP +10%|BS3: Atk +12%;;
84013;Philia;【聖夜のトレジャーハンター】;4;Dagger;Holy;9462;221;2916;1978;3626;SS1: Trick Accel|SS2: Spin Accel|SS3: Flip Strike;BS1: 闇属性からの被ダメージ減少|BS2: MP +10%|BS3: Atk +12%;;
84014;Silica;【無垢なる爛漫】;4;Dagger;Earth;11930;211;3054;2135;3259;SS1: Trick Accel|SS2: Spin Accel|SS3: Innocent Blossom;BS1: Crit. Damage +10% (vs. Water)|BS2: HP +10%|BS3: Atk. +10%;;
84015;Silica;[Platonic Love];4;Dagger;Fire;9617;221;3284;2463;2927;SS1: Swift Trick|SS2: Fading Edge|SS3: Sweet Breath;BS1: MP Recovery (vs. Wind)|BS2: Crit. +10%|BS3: Atk +12%;Dagger Lv5|Skill Damage Lv2|Bs Lv2|Combo Time Lv1|Enhance Ss 3 4 Lv2;hp: 11116|mp: 206|atk: 3039|def: 2641|crit: 3706
84016;Silica;[Nightwear];4;Dagger;Void;9748;203;2870;2223;3585;SS1: Trick Accel|SS2: Spin Accel|SS3: Piercing Blink;BS1: Def +3%|BS2: Atk. +6%|BS3: MP +10%;;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
84017;Yuuki;[Umbral Flight];4;Dagger;Dark;9992;208;3440;1871;3259;SS1: Swift Trick|SS2: Rapid Spin|SS3: Shadow Bird Dance;;;
84018;Silica;[Foxy Priestess];4;Dagger;Fire;7506;178;2920;1685;2917;SS1: Swift Trick|SS2: Rapid Spin|SS3: Deus Ignis;BS1: MP +3%|BS2: Crit. +6%|BS3: Atk. +10%;Dagger Lv10|Skill Damage Lv2|Combo Time Lv2|Bs Lv2|Enhance Ss 3 4 Lv1;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
84022;Silica;[Augmented Tamer];4;Dagger;Void;8462;228;3164;1936;3291;SS1: Swift Trick|SS2: Fading Edge|SS3: Draconic Stream;BS1: Damage Up (vs. Non-elem.)|BS2: 30+ Combo: Dmg. +10%|BS3: MP & Atk. +6%;Dagger Lv5|Bs Lv1|Combo Time Lv2|Combo Damage Lv2|Enhance Ss 3 4 Lv1;hp: 8975|mp: 228|atk: 3354|def: 2053|crit: 3488
84023;Sinon;[Victorious Girl];4;Dagger;Holy;10502;229;2834;2025;3585;SS1: Swift Trick|SS2: Rapid Spin|SS3: Cheery Stars;BS1: Increases Enhancement Effects|BS2: MP +10%|BS3: Atk +12%;Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv1;
84024;Silica;[Young Idol];4;Dagger;Dark;12236;205;3109;1980;2998;SS1: Swift Trick|SS2: Thrust Fall|SS3: Raise the Curtain;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP +10%|BS3: Atk +12%;Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv1;
84025;Leafa;[Ephemeral Feelings];4;Dagger;Water;8361;208;3467;1826;3219;SS1: Swift Trick|SS2: Rapid Spin|SS3: Longing for Surfing;BS1: MP +10%|BS2: Auto-Recovery (Standby)|BS3: Atk +12%;Dagger Lv5|Skill Damage Lv2|Combo Time Lv1;
84026;Seven;[Omniscient Maid];4;Dagger;Wind;9054;221;3363;1954;3800;SS1: Swift Trick|SS2: Fading Edge|SS3: Curious Tea Party;BS1: Crit. Damage +10% (vs. Earth)|BS2: Combo Window Up|BS3: MP & Atk. +6%;Dagger Lv5|Skill Damage Lv2|Enemy Kill Recovery Lv1;hp: 9202|mp: 221|atk: 3564|def: 2071|crit: 4027
84027;Silica;[Flower Peach Baby];4;Dagger;Wind;11267;221;3054;1921;3585;SS1: Swift Trick|SS2: Rapid Spin|SS3: Elegant Blooming;BS1: MP Recovery (vs. Earth)|BS2: MP +10%|BS3: Atk +12%;Dagger Lv5|Skill Damage Lv2|Bs Lv1|Combo Time Lv1|Bs Lv1|Enhance Ss 3 4 Lv2;hp: 11948|mp: 221|atk: 3237|def: 2036|crit: 3800
84028;Philia;[Pure Hunter Soul];4;Dagger;Water;12256;227;3329;1871;3030;SS1: Swift Trick|SS2: Fading Edge|SS3: Flash Flood;BS1: Attack +6% & MP Recovery Up (HP Above 80%)|BS2: Combo Window Up|BS3: MP & Atk. +6%;Dagger Lv5|Skill Damage Lv2;hp: 12998|mp: 227|atk: 3529|def: 1983|crit: 3211
84029;Silica;[Blessed Breath];4;Dagger;Holy;10227;224;3445;2175;3372;SS1: Swift Trick|SS2: Fading Edge|SS3: Glitter Ring;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP +12%|BS3: Atk +15%;Dagger Lv5|Skill Damage Lv2|Combo Time Lv1|Combo Damage Lv2|Dark Resistance Lv2|Bs Lv2;
84030;Silica;[Attention Please];4;Dagger;Void;9167;228;3332;1875;3750;SS1: Swift Trick|SS2: Thrust Fall|SS3: Traveling Smash;BS1: Damage Up (vs. Non-elem.)|BS2: Combo Window Up|BS3: MP & Atk. +10%;Dagger Lv5|Skill Damage Lv2|Bs Lv1|Enhance Ss 3 4 Lv1|Emergency Hp Mp Lv2;
84031;Asuna;[Tropical Lover];4;Dagger;Earth;10686;245;3213;1837;3796;SS1: Swift Trick|SS2: Fading Edge|SS3: Sandy Venus;BS1: Crit. Damage +10% (vs. Water)|BS2: MP +12%|BS3: Atk +15%;Dagger Lv5|Skill Damage Lv2|Combo Time Lv1|Combo Damage Lv2|Bs Lv1;
84032;Philia;[Promise of Reunion];4;Dagger;Dark;9891;225;3255;1915;3910;SS1: Swift Trick|SS2: Rapid Spin|SS3: Promised Night;BS1: Crit. Damage +10% (vs. Holy)|BS2: Combo Window Up|BS3: MP & Atk. +10%;Dagger Lv5|Skill Damage Lv2|Emergency Mp Lv1;hp: 10489|mp: 225|atk: 3450|def: 2030|crit: 4145
84033;Suguha;[Dusk Lespedeza];4;Dagger;Earth;9126;234;3409;2053;3819;SS1: Swift Trick|SS2: Thrust Fall|SS3: Sweet Temptation;BS1: Critical damage +3% (Water)|BS2: Auto-Recovery (Standby)|BS3: MP & Atk. +10%;Dagger Lv5|Skill Damage Lv2|Combo Time Lv1;
84034;Silica;[Sunflower Girl];4;Dagger;Holy;10584;240;3378;2084;3861;SS1: Swift Trick|SS2: Rapid Spin|SS3: Sunny Day's Step;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP +12%|BS3: Atk +15%;Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2|Bs Lv1;hp: 0|mp: 0|atk: 0|def: 0|crit: 0
84035;Yuuki;[Intuitive Navigator];4;Dagger;Water;11665;216;3318;2202;3389;SS1: Swift Trick|SS2: Rapid Spin|SS3: Desire Treasure;BS1: Crit. Damage +10% (vs. Fire)|BS2: Combo Window Up|BS3: MP & Atk. +10%;Dagger Lv5|Skill Damage Lv2|Emergency Mp Lv1;
84037;Silica;[Girl In Chinese Dress];4;Dagger;Fire;11114;208;3136;2113;3063;SS1: Swift Trick|SS2: Fading Edge|SS3: Catering Energy;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP +10%|BS3: Atk. +10%;Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv1|Combo Damage Lv1;hp: 12120|mp: 218|atk: 3419|def: 2303|crit: 3335
85001;Silica;[Ingenuous Guardian];5;Dagger;Void;11064;242;3564;2399;3761;SS1: Swift Trick|SS2: Rapid Spin|SS3: Be With You;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv2|Emergency Hp Mp Lv2|Sls Enhance Lv4;hp: 11373|mp: 242|atk: 3728|def: 2465|crit: 3868
85002;Silica;[Witchy Kitty];5;Dagger;Dark;10842;237;3672;2446;3583;SS1: Swift Trick|SS2: Thrust Fall|SS3: Cat Parade;BS1: Crit. Damage +10% (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Holy Resistance Lv2;
85003;Yui;[Go For the Top];5;Dagger;Wind;11453;237;3564;2399;3513;SS1: Swift Trick|SS2: Thrust Fall|SS3: Odama Rolling;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Emergency Hp Lv2;
85004;Silica;[Autumn Leaf Bath Beauty];5;Dagger;Fire;11342;235;3600;2351;3619;SS1: Swift Trick|SS2: Thrust Fall|SS3: Heat Upper;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Slot Skill Icon Def Water 1 Lv2;
85005;Silica;[Holy Tamer];5;Dagger;Holy;11064;237;3653;2458;3548;SS1: Swift Trick|SS2: Thrust Fall|SS3: Wonder Snowman;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2|Emergency Hp Mp Lv2;
85006;Silica;[Auspicious Blue Sky];5;Dagger;Wind;11008;250;3626;2423;3662;SS1: Swift Trick|SS2: Thrust Fall|SS3: Aerial Pine;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Combo Time Lv2|Combo Damage Lv2|Emergency Hp Mp Lv2;
85007;Silica;[Lovely Chocolatier];5;Dagger;Water;10864;250;3646;2421;3583;SS1: Swift Trick|SS2: Thrust Fall|SS3: Candy Rain;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Combo Time Lv2|Combo Damage Lv2|Emergency Hp Mp Lv2;
85010;Sinon;[Cute Bunny];5;Dagger;Wind;10318;247;3571;2543;3938;SS1: Swift Trick|SS2: Thrust Fall|SS3: Overhead Rabbit Drop;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' (Wind-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv2|Combo Damage Lv2;
85011;Yui;[Keep Trying];5;Dagger;Holy;11008;248;3611;2475;3655;SS1: Swift Trick|SS2: Fading Edge|SS3: Comical Unicycle;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Combo Time Lv2|Combo Damage Lv2|Dark Resistance Lv2|Guard Durability Lv5;
85012;Asuna;[I'm Not a Kid];5;Dagger;Wind;11620;247;3653;2274;3452;SS1: Swift Trick|SS2: Thrust Fall|SS3: Koinobori Parade;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' (Wind-elem.) Atk+10% (P-Leader);Dagger Lv5|Enhance Ss 3 4 Lv1|Combo Time Lv2|Combo Damage Lv2|Atk Speed Up Lv1|Sls Enhance Lv4;hp: 11945|mp: 247|atk: 3822|def: 2337|crit: 3551
85013;Suguha;[Unrequited Love];5;Dagger;Fire;10675;243;3640;2533;3530;SS1: Swift Trick|SS2: Thrust Fall|SS3: Carnation Dance;BS1: Crit. Damage +10% (vs. Wind)|BS2: MP & Atk. +15%|BS3: P-Members' (Fire-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Atk Speed Up Lv1;
85014;Philia;[Treasure Hunter's Blessing];5;Dagger;Water;10263;239;3550;2423;3849;SS1: Swift Trick|SS2: Rapid Spin|SS3: Dragon's Aquastream;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Combo Time Lv2|Combo Damage Lv2|Emergency Hp Mp Lv2|Leader Skill Lv1;
85016;Silica;[Tropical Fruit];5;Dagger;Holy;10930;247;3582;2442;3903;SS1: Swift Trick|SS2: Fading Edge|SS3: Watermelon Crackin';BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' (Holy-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2;
85018;Silica;[Halloween Magic];5;Dagger;Dark;11114;208;3136;2113;3063;SS1: Swift Trick|SS2: Fading Edge|SS3: Trick Lantern;BS1: Crit. Damage +10% (vs. Holy)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 12120|mp: 234|atk: 3701|def: 2303|crit: 3335
85020;Philia;[Peach Blossom In Full Glory];5;Dagger;Holy;10289;219;2812;2185;3408;SS1: Swift Trick|SS2: Fading Edge|SS3: CheerfulPeach Hurricane;BS1: Crit. Damage +10% (vs. Dark)|BS2: MP & Atk. +15%|BS3: P-Members' Attack +6% (P-Leader);Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 11533|mp: 247|atk: 3830|def: 2448|crit: 3817
85028;Silica;[Easter Bunny];5;Dagger;Holy;10309;234;2823;2197;3389;SS1: Swift Trick|SS2: Fading Edge|SS3: Splash Easter;BS1: MP & Atk. +15%|BS2: 30+ Combo: P-Mem' Attack +10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;hp: 11556|mp: 263|atk: 3845|def: 2460|crit: 3795
86002;Leafa;[Baleful Magic Swordsman];6;Dagger;Earth;11624;267;3921;2581;3863;SS1: Swift Trick|SS2: Thrust Fall|SS3: Maleficent Empress;BS1: Crit. Damage +10% (vs. Water)|BS2: MP & Atk. +15%|BS3: P-Members' (Earth-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
86004;Asuna;[Hot Spring Angel];6;Dagger;Water;11917;262;3901;2531;3751;SS1: Swift Trick|SS2: Thrust Fall|SS3: Spread Bubble;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' (Water-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Sls Enhance Lv4;
86005;Silica;[The Courage To Surmount];6;Dagger;Void;12351;270;4109;2364;3776;SS1: Swift Trick|SS2: Thrust Fall|SS3: Crossing Strike;BS1: Damage Up (vs. Non-elem.)|BS2: MP & Atk. +15%|BS3: P-Members' (Non-elem.) Atk+10% (P-Leader);Dagger Lv5|Combo Time Lv3|Combo Damage Lv2|Skill Damage Lv2|Emergency Hp Lv2|Critical With Skill Lv1|Sls Enhance Lv4;
86006;Silica;[Tamer of Dragon Den];6;Dagger;Wind;11518;269;4117;2625;3792;SS1: Swift Trick|SS2: Thrust Fall|SS3: Fearful Blast;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: P-Members' (Wind-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
86008;Asuna;[Milky Angel];6;Dagger;Fire;11706;281;3972;2463;3870;SS1: Swift Trick|SS2: Fading Edge|SS3: Beside YOU;;;
86009;Yuuki;[Ice Magic Blade];6;Dagger;Water;11648;273;4285;2409;4006;SS1: Swift Trick|SS2: Thrust Fall|SS3: Berserk Vendetta;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: P-Members' (Water-elem.) Atk+10% (P-Leader);Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 4 Lv1;
86010;Leafa;[Enchanting Eternal Summer Warrior];6;Dagger;Wind;11882;273;4336;2470;3875;SS1: Swift Trick|SS2: Thrust Fall|SS3: Tornado Spin;BS1: Crit. Damage +10% (vs. Earth)|BS2: MP & Atk. +15%|BS3: 30+ Combo: (Wind-elem. Characters) Attack +15% (P-Leader);Dagger Lv5|Skill Damage Lv2|Enhance Ss 3 4 Lv1|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4;
86011;Silica;[Treading a New Path];6;Dagger;Water;11976;274;4513;2496;3927;SS1: Swift Trick|SS2: Thrust Fall|SS3: On Your Side;BS1: Crit. Damage +10% (vs. Fire)|BS2: MP & Atk. +15%|BS3: 30+ Combo: P-Mem' Attack +15% (P-Leader) ;Dagger Lv5|Skill Damage Lv2|Combo Time Lv3|Combo Damage Lv2|Sls Enhance Lv4|Enhance Ss 3 4 Lv1;
